Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,235.22911071777344,240.10000610351562,243.19000244140625,238.97999572753906,243.0,2088000
2020-01-03,233.63217163085938,238.47000122070312,240.25999450683594,236.24000549316406,237.16000366210938,1879000
2020-01-06,235.42506408691406,240.3000030517578,240.4499969482422,236.55999755859375,237.1999969482422,1802800
2020-01-07,233.2108917236328,238.0399932861328,240.0,237.58999633789062,239.30999755859375,1518900
2020-01-08,233.3872528076172,238.22000122070312,239.5800018310547,236.61000061035156,237.92999267578125,2214700
2020-01-09,234.0828399658203,238.92999267578125,239.69000244140625,237.97000122070312,239.69000244140625,1629000
2020-01-10,233.42642211914062,238.25999450683594,240.92999267578125,237.61000061035156,238.67999267578125,1777600
2020-01-13,232.11363220214844,236.9199981689453,238.3300018310547,234.7899932861328,238.25999450683594,2004400
2020-01-14,235.1311492919922,240.0,240.67999267578125,235.1699981689453,235.8000030517578,2239100
2020-01-15,236.79664611816406,241.6999969482422,242.60000610351562,240.0500030517578,240.6699981689453,1920700
2020-01-16,235.62100219726562,240.5,243.85000610351562,239.85000610351562,242.17999267578125,2085700
2020-01-17,236.59091186523438,241.49000549316406,242.13999938964844,239.27000427246094,242.11000061035156,2582800
2020-01-21,232.7798309326172,237.60000610351562,242.00999450683594,237.25999450683594,240.97000122070312,3094200
2020-01-22,231.9470672607422,236.75,239.6999969482422,235.75999450683594,238.75,1998200
2020-01-23,230.27175903320312,235.0399932861328,237.05999755859375,233.07000732421875,237.05999755859375,2088700
2020-01-24,221.0134735107422,225.58999633789062,235.8800048828125,224.5,235.8000030517578,5019900
2020-01-27,218.42703247070312,222.9499969482422,224.92999267578125,221.1699981689453,223.67999267578125,2843600
2020-01-28,220.2786865234375,224.83999633789062,226.6999969482422,222.85000610351562,223.57000732421875,2103900
2020-01-29,222.54183959960938,227.14999389648438,228.92999267578125,225.0,225.5,2001100
2020-01-30,221.56210327148438,226.14999389648438,226.97000122070312,223.30999755859375,226.0,2581600
2020-01-31,211.66700744628906,216.0500030517578,219.0800018310547,210.00999450683594,218.75999450683594,5968900
2020-02-03,212.4801788330078,216.8800048828125,219.6199951171875,215.55999755859375,216.38999938964844,2565400
2020-02-04,217.31016540527344,221.80999755859375,223.85000610351562,220.47999572753906,220.77000427246094,2765300
2020-02-05,227.23464965820312,231.94000244140625,234.63999938964844,223.74000549316406,223.74000549316406,3669500
2020-02-06,226.7545928955078,231.4499969482422,233.88999938964844,229.33999633789062,233.72000122070312,2007500
2020-02-07,224.67759704589844,229.3300018310547,232.17999267578125,227.6699981689453,231.41000366210938,2295100
2020-02-10,222.80636596679688,227.4199981689453,228.9600067138672,226.25999450683594,228.14999389648438,2144700
2020-02-11,224.31512451171875,228.9600067138672,229.47000122070312,226.8000030517578,227.6999969482422,1934500
2020-02-12,222.39488220214844,227.0,230.22999572753906,225.8800048828125,229.47000122070312,2501300
2020-02-13,220.06634521484375,223.0399932861328,226.52000427246094,222.82000732421875,224.99000549316406,1946500
2020-02-14,220.50047302246094,223.47999572753906,223.49000549316406,221.33999633789062,222.92999267578125,1611900
2020-02-18,218.73434448242188,221.69000244140625,224.35000610351562,220.9199981689453,224.14999389648438,1936400
2020-02-19,219.98741149902344,222.9600067138672,224.0500030517578,222.0500030517578,222.94000244140625,1322900
2020-02-20,219.1783447265625,222.13999938964844,223.47999572753906,218.50999450683594,223.1999969482422,1638000
2020-02-21,219.81967163085938,222.7899932861328,223.8000030517578,220.99000549316406,222.24000549316406,2047500
2020-02-24,214.9751434326172,217.8800048828125,223.99000549316406,215.75999450683594,219.8800048828125,3049600
2020-02-25,207.57513427734375,210.3800048828125,219.55999755859375,209.82000732421875,218.0800018310547,3915500
2020-02-26,211.67965698242188,214.5399932861328,216.6999969482422,212.02000427246094,216.17999267578125,3314000
2020-02-27,200.78684997558594,203.5,215.27999877929688,203.22000122070312,214.9199981689453,4071100
2020-02-28,197.06710815429688,199.72999572753906,203.0,195.17999267578125,198.0500030517578,5316100
2020-03-02,209.37086486816406,212.1999969482422,212.3699951171875,198.7100067138672,199.89999389648438,4245700
2020-03-03,201.69459533691406,204.4199981689453,216.16000366210938,202.66000366210938,210.33999633789062,3975100
2020-03-04,212.24208068847656,215.11000061035156,215.2899932861328,207.6199951171875,209.52999877929688,3880200
2020-03-05,209.29193115234375,212.1199951171875,216.38999938964844,207.5800018310547,207.66000366210938,3185400
2020-03-06,207.84152221679688,210.64999389648438,211.61000061035156,203.82000732421875,203.97000122070312,3100500
2020-03-09,195.72525024414062,198.3699951171875,203.6199951171875,190.75,197.74000549316406,4065600
2020-03-10,204.04286193847656,206.8000030517578,207.10000610351562,194.6699981689453,203.36000061035156,3928700
2020-03-11,196.0015106201172,198.64999389648438,203.9199981689453,195.80999755859375,201.0,3777000
2020-03-12,179.81031799316406,182.24000549316406,196.25999450683594,181.77000427246094,184.6300048828125,4902600
2020-03-13,199.40553283691406,202.10000610351562,203.1699981689453,188.52000427246094,189.75999450683594,6903900
2020-03-16,186.1644287109375,188.67999267578125,204.72000122070312,182.9600067138672,184.6699981689453,4932400
2020-03-17,205.029541015625,207.8000030517578,210.91000366210938,191.64999389648438,192.2100067138672,5912800
2020-03-18,202.14846801757812,204.8800048828125,210.89999389648438,196.74000549316406,198.55999755859375,5597900
2020-03-19,196.11004638671875,198.75999450683594,208.75,195.27000427246094,201.0,4796500
2020-03-20,185.7401885986328,188.25,201.97000122070312,186.0,198.88999938964844,5726800
2020-03-23,183.45111083984375,185.92999267578125,191.9600067138672,177.0500030517578,188.88999938964844,4396600
2020-03-24,199.64231872558594,202.33999633789062,202.85000610351562,190.00999450683594,191.47000122070312,5288200
2020-03-25,190.5649871826172,193.13999938964844,201.36000061035156,190.00999450683594,197.77000427246094,5301000
2020-03-26,195.84365844726562,198.49000549316406,199.72000122070312,190.5,193.1199951171875,5162200
2020-03-27,195.62660217285156,198.27000427246094,205.8699951171875,194.00999450683594,194.4199981689453,4119600
2020-03-30,205.70045471191406,208.47999572753906,209.4499969482422,200.0500030517578,200.0500030517578,3219000
2020-03-31,200.02711486816406,202.72999572753906,207.25,200.6999969482422,203.49000549316406,2929000
2020-04-01,195.17271423339844,197.80999755859375,201.3800048828125,194.99000549316406,197.55999755859375,2747900
2020-04-02,206.0951385498047,208.8800048828125,209.52999877929688,194.2100067138672,194.41000366210938,3867300
2020-04-03,202.67140197753906,205.41000366210938,209.75,203.02999877929688,207.42999267578125,2281400
2020-04-06,208.75914001464844,211.5800018310547,212.7100067138672,206.85000610351562,212.0,3702100
2020-04-07,205.9964599609375,208.77999877929688,215.17999267578125,207.3300018310547,213.4499969482422,2447500
2020-04-08,216.26766967773438,219.19000244140625,219.82000732421875,207.33999633789062,208.89999389648438,2861500
2020-04-09,215.30075073242188,218.2100067138672,219.35000610351562,215.6999969482422,217.39999389648438,2503300
2020-04-13,215.3599395751953,218.27000427246094,219.17999267578125,215.14999389648438,216.97999572753906,2168000
2020-04-14,223.77621459960938,226.8000030517578,228.32000732421875,220.25,221.00999450683594,3029000
2020-04-15,218.84288024902344,221.8000030517578,225.50999450683594,219.30999755859375,224.99000549316406,3107000
2020-04-16,227.821533203125,230.89999389648438,232.10000610351562,223.22000122070312,225.0,2617300
2020-04-17,231.8372802734375,234.97000122070312,236.99000549316406,229.22000122070312,236.8300018310547,2864200
2020-04-20,233.445556640625,236.60000610351562,239.55999755859375,232.38999938964844,234.1999969482422,2824000
2020-04-21,227.6735382080078,230.75,235.77000427246094,229.0,235.0,2672900
2020-04-22,226.23301696777344,229.2899932861328,234.0,227.58999633789062,233.35000610351562,2845100
2020-04-23,229.39036560058594,232.49000549316406,235.64999389648438,228.8800048828125,229.08999633789062,3226400
2020-04-24,233.12982177734375,236.27999877929688,236.92999267578125,230.8000030517578,234.0399932861328,1946200
2020-04-27,239.19781494140625,242.42999267578125,243.0,235.0,236.6300048828125,2472600
2020-04-28,234.50128173828125,237.6699981689453,244.9499969482422,236.86000061035156,243.0,2548900
2020-04-29,232.54769897460938,235.69000244140625,239.30999755859375,235.24000549316406,238.89999389648438,3365100
2020-04-30,236.03062438964844,239.22000122070312,240.07000732421875,231.91000366210938,236.02000427246094,5702700
2020-05-01,227.90048217773438,230.97999572753906,237.0500030517578,228.0,233.0,3045400
2020-05-04,227.8314208984375,230.91000366210938,232.9199981689453,228.10000610351562,232.44000244140625,2035800
2020-05-05,233.20875549316406,236.36000061035156,237.97999572753906,229.1699981689453,231.27999877929688,1975500
2020-05-06,233.43568420410156,236.58999633789062,239.67999267578125,235.69000244140625,237.30999755859375,1980500
2020-05-07,230.2191619873047,233.3300018310547,237.97000122070312,232.10000610351562,236.89999389648438,2451200
2020-05-08,231.6892852783203,234.82000732421875,235.72999572753906,231.60000610351562,234.9499969482422,1534300
2020-05-11,239.5037078857422,242.74000549316406,243.49000549316406,232.50999450683594,233.07000732421875,2163700
2020-05-12,234.04742431640625,237.2100067138672,244.5,237.0500030517578,242.67999267578125,2241000
2020-05-13,233.67250061035156,236.8300018310547,243.94000244140625,235.22000122070312,235.22000122070312,2292700
2020-05-14,234.80715942382812,237.97999572753906,238.97000122070312,233.8000030517578,235.9499969482422,3322700
2020-05-15,238.6017303466797,240.1999969482422,240.42999267578125,233.88999938964844,234.42999267578125,3111500
2020-05-18,231.6383819580078,233.19000244140625,244.38999938964844,231.8000030517578,243.66000366210938,5631400
2020-05-19,225.9167022705078,227.42999267578125,233.44000244140625,227.1699981689453,232.63999938964844,3835800
2020-05-20,226.35377502441406,227.8699951171875,230.1199951171875,225.63999938964844,229.27000427246094,3714600
2020-05-21,223.28433227539062,224.77999877929688,228.24000549316406,224.0,228.11000061035156,2377500
2020-05-22,224.92335510253906,226.42999267578125,226.77000427246094,223.61000061035156,224.1699981689453,2334300
2020-05-26,220.920166015625,222.39999389648438,228.35000610351562,221.72999572753906,227.52999877929688,2397800
2020-05-27,223.3141326904297,224.80999755859375,225.1300048828125,217.47000122070312,222.32000732421875,2932100
2020-05-28,222.638671875,224.1300048828125,226.6199951171875,222.25,226.25999450683594,2591000
2020-05-29,228.17160034179688,229.6999969482422,230.57000732421875,222.05999755859375,225.0,4251200
2020-06-01,225.40016174316406,226.91000366210938,230.5399932861328,225.7100067138672,228.88999938964844,1816700
2020-06-02,222.23138427734375,223.72000122070312,226.36000061035156,222.5800018310547,225.8000030517578,3198900
2020-06-03,219.52947998046875,221.0,224.2899932861328,218.25,223.49000549316406,3660500
2020-06-04,219.41029357910156,220.8800048828125,223.4499969482422,219.2100067138672,220.77000427246094,2392800
2020-06-05,224.1684112548828,225.6699981689453,225.9499969482422,218.1999969482422,219.6999969482422,3714600
2020-06-08,224.2478790283203,225.75,226.25,221.75,223.27000427246094,2270500
2020-06-09,223.40353393554688,224.89999389648438,228.30999755859375,224.57000732421875,226.0,2403600
2020-06-10,225.6087646484375,227.1199951171875,229.49000549316406,225.52000427246094,226.67999267578125,2851300
2020-06-11,217.44345092773438,218.89999389648438,229.77999877929688,218.6699981689453,228.05999755859375,3900700
2020-06-12,216.45010375976562,217.89999389648438,222.35000610351562,214.1999969482422,221.10000610351562,2426600
2020-06-15,218.31759643554688,219.77999877929688,221.0,213.86000061035156,215.80999755859375,2471800
2020-06-16,225.3604278564453,226.8699951171875,228.8800048828125,222.6199951171875,222.8300018310547,2581600
2020-06-17,224.46641540527344,225.97000122070312,228.80999755859375,224.52999877929688,228.5399932861328,2751100
2020-06-18,228.7874755859375,230.32000732421875,231.47999572753906,225.67999267578125,226.86000061035156,2469800
2020-06-19,237.11170959472656,238.6999969482422,239.07000732421875,231.30999755859375,233.3800048828125,5319500
2020-06-22,232.63172912597656,234.19000244140625,237.64999389648438,233.05999755859375,236.30999755859375,2337000
2020-06-23,234.18133544921875,235.75,239.1699981689453,233.44000244140625,234.8699951171875,2171500
2020-06-24,230.962890625,232.50999450683594,237.0,231.39999389648438,235.2100067138672,1972900
2020-06-25,233.5456085205078,235.11000061035156,235.44000244140625,230.38999938964844,231.5,2080300
2020-06-26,231.2906951904297,232.83999633789062,236.86000061035156,231.82000732421875,235.3699951171875,3613300
2020-06-29,230.01922607421875,231.55999755859375,234.13999938964844,229.97999572753906,233.39999389648438,1938000
2020-06-30,234.2906036376953,235.86000061035156,237.32000732421875,231.8000030517578,233.30999755859375,2589000
2020-07-01,253.42245483398438,255.1199951171875,256.2300109863281,232.5800018310547,235.52000427246094,6575800
2020-07-02,256.5216979980469,258.239990234375,261.4599914550781,252.8699951171875,252.8699951171875,3338000
2020-07-06,254.54493713378906,256.25,264.9700012207031,253.89999389648438,260.0299987792969,3460400
2020-07-07,251.46556091308594,253.14999389648438,258.9100036621094,252.08999633789062,253.60000610351562,2365900
2020-07-08,249.9159393310547,251.58999633789062,253.97999572753906,249.25,253.14999389648438,1993700
2020-07-09,249.98548889160156,251.66000366210938,253.8300018310547,248.83999633789062,250.25,1739600
2020-07-10,247.38290405273438,249.0399932861328,251.57000732421875,247.07000732421875,250.64999389648438,1326100
2020-07-13,248.37625122070312,250.0399932861328,255.42999267578125,249.27999877929688,249.8300018310547,2528100
2020-07-14,251.4059600830078,253.08999633789062,253.7899932861328,240.47999572753906,242.75999450683594,2368300
2020-07-15,251.62449645996094,253.30999755859375,254.57000732421875,250.77000427246094,254.57000732421875,1650100
2020-07-16,253.50192260742188,255.1999969482422,255.2899932861328,249.9199981689453,252.05999755859375,1530900
2020-07-17,256.740234375,258.4599914550781,259.95001220703125,254.75999450683594,256.70001220703125,2044800
2020-07-20,259.21368408203125,260.95001220703125,262.82000732421875,258.32000732421875,260.0799865722656,1497400
2020-07-21,256.19390869140625,257.9100036621094,260.0299987792969,257.2799987792969,258.6199951171875,1821600
2020-07-22,255.2700958251953,256.9800109863281,260.0,255.8000030517578,259.7900085449219,1598100
2020-07-23,250.56163024902344,252.24000549316406,260.0,251.60000610351562,259.5400085449219,2532000
2020-07-24,246.3299560546875,247.97999572753906,251.8300018310547,245.5,251.25999450683594,2187900
2020-07-27,251.9622344970703,253.64999389648438,255.10000610351562,247.02999877929688,247.3000030517578,2155700
