Date,Open,High,Low,Close,Adj Close,Volume
2020-04-02,22.350000381469727,23.489999771118164,21.799999237060547,22.280000686645508,22.071069717407227,4104300
2020-04-03,22.399999618530273,22.700000762939453,21.149999618530273,21.290000915527344,21.09035301208496,4128800
2020-04-06,22.559999465942383,24.940000534057617,21.93000030517578,24.729999542236328,24.49809455871582,4132700
2020-04-07,26.260000228881836,26.56999969482422,24.459999084472656,24.670000076293945,24.438655853271484,3162100
2020-04-08,25.100000381469727,25.860000610351562,24.489999771118164,25.530000686645508,25.29059410095215,3005000
2020-04-09,26.239999771118164,27.100000381469727,25.559999465942383,25.739999771118164,25.498620986938477,4216500
2020-04-13,26.059999465942383,26.479999542236328,24.5,26.15999984741211,25.914684295654297,2230800
2020-04-14,26.309999465942383,27.290000915527344,26.25,27.190000534057617,26.935026168823242,3187700
2020-04-15,25.610000610351562,26.639999389648438,25.450000762939453,26.469999313354492,26.221776962280273,2523600
2020-04-16,26.239999771118164,26.59000015258789,25.479999542236328,26.049999237060547,25.805715560913086,3187700
2020-04-17,27.329999923706055,28.049999237060547,26.639999389648438,26.979999542236328,26.72699546813965,3917300
2020-04-20,26.09000015258789,26.6200008392334,25.459999084472656,25.520000457763672,25.280685424804688,2923700
2020-04-21,24.549999237060547,25.690000534057617,24.270000457763672,25.510000228881836,25.270780563354492,2277900
2020-04-22,26.110000610351562,26.389999389648438,25.280000686645508,25.649999618530273,25.409465789794922,2426900
2020-04-23,25.770000457763672,27.110000610351562,25.670000076293945,26.649999618530273,26.400089263916016,2859200
2020-04-24,27.31999969482422,27.31999969482422,26.290000915527344,27.079999923706055,26.82605743408203,2519200
2020-04-27,27.200000762939453,28.309999465942383,26.90999984741211,28.059999465942383,27.79686737060547,3104500
2020-04-28,29.059999465942383,29.309999465942383,28.229999542236328,28.549999237060547,28.282270431518555,2548400
2020-04-29,29.389999389648438,30.149999618530273,29.170000076293945,29.670000076293945,29.391769409179688,2243900
2020-04-30,29.190000534057617,29.270000457763672,28.43000030517578,28.56999969482422,28.302085876464844,3390700
2020-05-01,27.829999923706055,27.959999084472656,26.690000534057617,27.15999984741211,26.90530776977539,2448500
2020-05-04,26.65999984741211,27.280000686645508,26.3799991607666,27.020000457763672,26.766618728637695,2580300
2020-05-05,27.649999618530273,28.110000610351562,26.889999389648438,26.959999084472656,26.707181930541992,2627000
2020-05-06,28.649999618530273,28.649999618530273,27.149999618530273,28.06999969482422,27.806772232055664,9996100
2020-05-07,28.84000015258789,29.610000610351562,27.729999542236328,27.84000015258789,27.57893180847168,4936200
2020-05-08,28.540000915527344,29.5,28.389999389648438,29.389999389648438,29.114395141601562,3957200
2020-05-11,28.950000762939453,29.510000228881836,28.350000381469727,29.260000228881836,28.985614776611328,5458000
2020-05-12,29.5,29.739999771118164,28.209999084472656,28.219999313354492,27.955366134643555,2980100
2020-05-13,28.06999969482422,28.170000076293945,25.950000762939453,26.34000015258789,26.092998504638672,3866000
2020-05-14,25.479999542236328,27.829999923706055,25.170000076293945,27.809999465942383,27.549211502075195,6106700
2020-05-15,27.43000030517578,27.93000030517578,27.219999313354492,27.770000457763672,27.509586334228516,3626200
2020-05-18,29.100000381469727,29.84000015258789,28.799999237060547,29.540000915527344,29.262989044189453,2355000
2020-05-19,29.469999313354492,29.889999389648438,28.8799991607666,28.889999389648438,28.619083404541016,3253800
2020-05-20,29.56999969482422,30.010000228881836,29.31999969482422,29.75,29.471017837524414,3517100
2020-05-21,29.709999084472656,30.18000030517578,29.290000915527344,29.899999618530273,29.619611740112305,2794000
2020-05-22,30.170000076293945,30.219999313354492,29.149999618530273,29.84000015258789,29.5601749420166,3759500
2020-05-26,31.239999771118164,31.829999923706055,31.06999969482422,31.520000457763672,31.224422454833984,4117100
2020-05-27,32.349998474121094,32.70000076293945,31.59000015258789,32.540000915527344,32.234859466552734,5024000
2020-05-28,32.810001373291016,32.90999984741211,31.709999084472656,32.099998474121094,31.798980712890625,4094700
2020-05-29,31.579999923706055,32.2400016784668,31.040000915527344,32.150001525878906,32.01808166503906,4547300
2020-06-01,32.41999816894531,33.869998931884766,32.130001068115234,33.2599983215332,33.1235237121582,2985900
2020-06-02,33.75,34.0099983215332,32.97999954223633,33.939998626708984,33.80073165893555,3813300
2020-06-03,34.630001068115234,35.33000183105469,34.220001220703125,34.33000183105469,34.18913650512695,4236000
2020-06-04,33.97999954223633,34.970001220703125,33.65999984741211,34.970001220703125,34.826507568359375,3548700
2020-06-05,37.099998474121094,37.7400016784668,36.380001068115234,37.290000915527344,37.13698959350586,5171700
2020-06-08,37.810001373291016,38.099998474121094,37.279998779296875,37.52000045776367,37.36604309082031,2944600
2020-06-09,36.47999954223633,37.209999084472656,36.040000915527344,36.650001525878906,36.49961471557617,3044100
2020-06-10,36.59000015258789,36.599998474121094,35.380001068115234,35.56999969482422,35.42404556274414,3069200
2020-06-11,33.63999938964844,34.279998779296875,32.400001525878906,32.65999984741211,32.52598571777344,3323200
2020-06-12,34.439998626708984,34.5,32.68000030517578,33.54999923706055,33.41233444213867,3084000
2020-06-15,32.2400016784668,33.93000030517578,31.8700008392334,33.86000061035156,33.72106170654297,2575300
2020-06-16,35.18000030517578,35.2400016784668,33.2599983215332,33.599998474121094,33.462127685546875,5756600
2020-06-17,33.61000061035156,34.4900016784668,33.11000061035156,33.34000015258789,33.20319747924805,2855400
2020-06-18,32.869998931884766,33.7599983215332,32.599998474121094,33.25,33.113563537597656,2584500
2020-06-19,34.099998474121094,34.59000015258789,33.380001068115234,34.2400016784668,34.09950637817383,5361900
2020-06-22,34.130001068115234,34.599998474121094,33.630001068115234,34.279998779296875,34.139339447021484,2392800
2020-06-23,34.970001220703125,35.65999984741211,34.38999938964844,35.41999816894531,35.274658203125,4147300
2020-06-24,35.0,35.0,33.08000183105469,33.18000030517578,33.043853759765625,2242100
2020-06-25,32.88999938964844,33.59000015258789,32.31999969482422,33.5,33.36254119873047,2321800
2020-06-26,33.459999084472656,33.47999954223633,32.7400016784668,33.22999954223633,33.09364700317383,3111500
2020-06-29,33.63999938964844,35.13999938964844,33.45000076293945,35.08000183105469,34.936058044433594,2494600
2020-06-30,34.790000915527344,35.619998931884766,34.41999816894531,35.29999923706055,35.1551513671875,2938800
2020-07-01,35.290000915527344,35.68000030517578,34.040000915527344,34.2400016784668,34.09950637817383,2593300
2020-07-02,35.209999084472656,35.959999084472656,34.779998779296875,35.189998626708984,35.04560470581055,2545900
2020-07-06,36.0,36.150001525878906,34.79999923706055,35.349998474121094,35.20494842529297,2171300
2020-07-07,35.0099983215332,35.369998931884766,34.869998931884766,35.040000915527344,34.89622116088867,2129600
2020-07-08,34.810001373291016,35.29999923706055,34.56999969482422,34.93000030517578,34.78667068481445,1947400
2020-07-09,35.13999938964844,35.13999938964844,33.7400016784668,34.400001525878906,34.258846282958984,1653300
2020-07-10,34.54999923706055,35.5099983215332,34.38999938964844,35.5099983215332,35.364288330078125,2332500
2020-07-13,36.0,36.20000076293945,35.11000061035156,35.25,35.1053581237793,2891800
2020-07-14,35.369998931884766,36.310001373291016,35.0099983215332,36.279998779296875,36.13113021850586,2022000
2020-07-15,37.0,37.83000183105469,36.0099983215332,37.560001373291016,37.405879974365234,2891400
2020-07-16,37.150001525878906,38.060001373291016,36.93000030517578,37.77000045776367,37.61501693725586,2303500
2020-07-17,37.9900016784668,38.029998779296875,37.119998931884766,37.4900016784668,37.3361701965332,4694400
2020-07-20,37.36000061035156,38.02000045776367,37.34000015258789,37.77000045776367,37.61501693725586,3128100
2020-07-21,38.189998626708984,38.400001525878906,37.630001068115234,37.70000076293945,37.54530715942383,3139300
2020-07-22,37.54999923706055,38.540000915527344,37.439998626708984,38.310001373291016,38.15280532836914,1687500
2020-07-23,38.540000915527344,39.0099983215332,38.0,38.72999954223633,38.57107925415039,3269800
2020-07-24,38.400001525878906,38.689998626708984,38.029998779296875,38.36000061035156,38.202598571777344,1427600
2020-07-27,38.459999084472656,39.04999923706055,38.0,38.97999954223633,38.82005310058594,1388100
2020-07-28,38.83000183105469,39.18000030517578,38.47999954223633,38.5,38.34202194213867,2233000
2020-07-29,38.599998474121094,38.95000076293945,38.29999923706055,38.91999816894531,38.76029586791992,1906000
2020-07-30,38.15999984741211,38.279998779296875,37.11000061035156,37.11000061035156,36.957725524902344,2265300
2020-07-31,37.0099983215332,37.189998626708984,36.06999969482422,36.599998474121094,36.4498176574707,3299400
2020-08-03,36.86000061035156,37.150001525878906,36.66999816894531,36.93000030517578,36.778465270996094,2186400
2020-08-04,37.209999084472656,37.2599983215332,36.54999923706055,37.15999984741211,37.00752258300781,4742800
2020-08-05,37.34000015258789,39.08000183105469,37.099998474121094,38.720001220703125,38.56112289428711,5347800
2020-08-06,38.4900016784668,39.040000915527344,38.08000183105469,38.68000030517578,38.52128601074219,3684400
2020-08-07,38.2599983215332,39.0,38.04999923706055,38.90999984741211,38.75033950805664,2201100
2020-08-10,39.209999084472656,40.59000015258789,39.20000076293945,40.4900016784668,40.32386016845703,3065900
2020-08-11,41.41999816894531,42.400001525878906,41.29999923706055,41.7400016784668,41.568729400634766,3155600
2020-08-12,42.13999938964844,42.41999816894531,41.27000045776367,41.5099983215332,41.33967208862305,3282900
2020-08-13,41.2599983215332,41.709999084472656,40.959999084472656,40.959999084472656,40.791927337646484,1598800
2020-08-14,40.93000030517578,41.900001525878906,40.79999923706055,41.790000915527344,41.61852264404297,2737800
2020-08-17,42.09000015258789,42.31999969482422,41.400001525878906,41.59000015258789,41.419342041015625,1936800
2020-08-18,41.529998779296875,41.939998626708984,41.130001068115234,41.209999084472656,41.04090118408203,1430200
2020-08-19,41.31999969482422,41.619998931884766,40.869998931884766,41.0099983215332,40.84172058105469,2227500
2020-08-20,40.459999084472656,40.959999084472656,40.310001373291016,40.65999984741211,40.493160247802734,2492200
2020-08-21,40.33000183105469,40.790000915527344,40.16999816894531,40.59000015258789,40.42344665527344,1484000
2020-08-24,40.95000076293945,41.56999969482422,40.54999923706055,41.380001068115234,41.210205078125,1954200
2020-08-25,41.56999969482422,41.689998626708984,40.619998931884766,41.0,40.831764221191406,2186400
2020-08-26,40.959999084472656,41.599998474121094,40.65999984741211,41.529998779296875,41.359588623046875,3214700
2020-08-27,41.869998931884766,41.869998931884766,40.66999816894531,40.7599983215332,40.59274673461914,3536100
2020-08-28,40.88999938964844,41.529998779296875,40.66999816894531,41.43000030517578,41.26000213623047,2252900
2020-08-31,41.52000045776367,41.52000045776367,40.59000015258789,40.59000015258789,40.59000015258789,3361200
2020-09-01,40.43000030517578,41.689998626708984,40.040000915527344,41.58000183105469,41.58000183105469,2673800
2020-09-02,41.86000061035156,43.04999923706055,41.75,42.93000030517578,42.93000030517578,2950400
2020-09-03,42.849998474121094,43.119998931884766,41.689998626708984,42.20000076293945,42.20000076293945,2933000
2020-09-04,42.7599983215332,43.09000015258789,41.599998474121094,42.06999969482422,42.06999969482422,2322900
2020-09-08,41.5099983215332,42.779998779296875,40.939998626708984,41.61000061035156,41.61000061035156,2653400
2020-09-09,42.0,42.5099983215332,41.90999984741211,42.290000915527344,42.290000915527344,1923000
2020-09-10,42.939998626708984,43.16999816894531,41.630001068115234,41.65999984741211,41.65999984741211,2064500
2020-09-11,41.779998779296875,42.58000183105469,41.650001525878906,42.369998931884766,42.369998931884766,2666900
2020-09-14,42.689998626708984,42.88999938964844,42.33000183105469,42.81999969482422,42.81999969482422,3063000
2020-09-15,43.0,43.220001220703125,42.2599983215332,42.27000045776367,42.27000045776367,2094700
2020-09-16,42.060001373291016,42.09000015258789,39.47999954223633,39.560001373291016,39.560001373291016,4772400
2020-09-17,39.25,40.189998626708984,38.900001525878906,39.58000183105469,39.58000183105469,3802200
2020-09-18,39.59000015258789,39.77000045776367,38.77000045776367,39.0,39.0,3488100
2020-09-21,38.40999984741211,38.63999938964844,37.11000061035156,37.40999984741211,37.40999984741211,2671200
2020-09-22,37.45000076293945,37.72999954223633,37.0099983215332,37.40999984741211,37.40999984741211,2257400
2020-09-23,37.619998931884766,38.189998626708984,37.38999938964844,37.400001525878906,37.400001525878906,2092400
2020-09-24,37.310001373291016,37.70000076293945,36.7400016784668,37.029998779296875,37.029998779296875,2231000
2020-09-25,36.810001373291016,37.060001373291016,36.34000015258789,36.810001373291016,36.810001373291016,1592000
2020-09-28,37.790000915527344,38.29999923706055,37.52000045776367,38.0099983215332,38.0099983215332,3221600
2020-09-29,38.06999969482422,38.470001220703125,37.939998626708984,38.029998779296875,38.029998779296875,1662700
2020-09-30,38.33000183105469,39.060001373291016,38.09000015258789,38.7400016784668,38.7400016784668,4094400
2020-10-01,39.27000045776367,39.95000076293945,39.09000015258789,39.540000915527344,39.540000915527344,6720900
